id,text,intent,language,is_code_switched,formality,difficulty
3301,"The tracking explicitly states delivered to receptionist, but we don't have one.",order_tracking,english,false,formal,hard
3302,Can you provide the precise coordinates of the delivery truck?,order_tracking,english,false,neutral,medium
3303,tracking link is dead,order_tracking,english,false,informal,easy
3304,Why is my package showing up in a completely different province?,order_tracking,english,false,neutral,medium
3305,ट्र्याकिङमा रिसेप्सनिस्टलाई बुझायो भन्छ तर हाम्रोमा त्यस्तो कोही छैन।,order_tracking,nepali_devanagari,false,formal,hard
3306,डेलिभरी ट्रकको ठ्याक्कै जीपीएस कोअर्डिनेट दिन मिल्छ?,order_tracking,nepali_devanagari,false,neutral,medium
3307,ट्र्याकिङ लिंकले काम गरेन।,order_tracking,nepali_devanagari,false,informal,easy
3308,मेरो सामान किन अर्कै प्रदेशमा पुगेको देखाउँदै छ?,order_tracking,nepali_devanagari,false,neutral,medium
3309,tracking ma receptionist lai diyo vanxa tara hamro ma ko aayo ra.,order_tracking,romanized_nepali,false,formal,hard
3310,delivery truck ko exact gps coordinate dina milxa?,order_tracking,romanized_nepali,false,neutral,medium
3311,tracking link dead xa yar.,order_tracking,romanized_nepali,false,informal,easy
3312,mero package kina arkai province ma pugeko dekhauxa?,order_tracking,romanized_nepali,false,neutral,medium
3313,tracking explicitly states delivered tara receptionist ko ho thaha chaina.,order_tracking,code_switched,true,formal,hard
3314,delivery truck ko precise coordinates provide garna milcha?,order_tracking,code_switched,true,neutral,medium
3315,tracking link completely dead cha fix it na.,order_tracking,code_switched,true,informal,easy
3316,completely different province ma package show gariracha why?,order_tracking,code_switched,true,neutral,medium
3317,airway bill trace garda destination wrong dekhayo.,order_tracking,code_switched,true,formal,hard
3318,movement log ma exception halt dekhaucha k bhako?,order_tracking,code_switched,true,neutral,medium
3319,driver lai call garda switch off cha kata pugyo?,order_tracking,code_switched,true,informal,medium
3320,ETA update bhayena but delivery missed bhanera SMS aayo.,order_tracking,code_switched,true,formal,hard
3321,Has my backordered purchase been authorized by the regional distributor?,order_status,english,false,formal,hard
3322,The platform shows 'payment received' but no further packing updates.,order_status,english,false,neutral,medium
3323,is my basket processed,order_status,english,false,informal,easy
3324,I need to verify if the vendor accepted my cancellation or confirmed the order.,order_status,english,false,neutral,medium
3325,के क्षेत्रीय वितरकले मेरो ब्याकअर्डर खरिदलाई स्वीकृति दियो?,order_status,nepali_devanagari,false,formal,hard
3326,'पैसा प्राप्त भयो' देखाउँछ तर प्याकिङको कुनै खबर छैन।,order_status,nepali_devanagari,false,neutral,medium
3327,मेरो अर्डर प्रोसेस भयो त?,order_status,nepali_devanagari,false,informal,easy
3328,पसलेले मेरो अर्डर पक्का गर्‍यो कि रद्द गर्‍यो बुझ्न चाहन्छु।,order_status,nepali_devanagari,false,neutral,medium
3329,k kshetriya bitarak le mero backorder kharid lai swikriti diyo?,order_status,romanized_nepali,false,formal,hard
3330,paisa prapta vayo dekhauxa tara packing ko kunai khabar xaina.,order_status,romanized_nepali,false,neutral,medium
3331,mero order process vayo ta?,order_status,romanized_nepali,false,informal,easy
