id,text,intent,language,is_code_switched,formality,difficulty
5301,The tracking details state it was handed to a neighbor but doesn't specify which one.,order_tracking,english,false,formal,hard
5302,Could you clarify why the package is bouncing back and forth between two sorting centers?,order_tracking,english,false,neutral,medium
5303,find my package now,order_tracking,english,false,informal,easy
5304,My tracking number format isn't recognized by the regional courier's website.,order_tracking,english,false,neutral,medium
5305,ट्र्याकिङमा छिमेकीलाई दियो भन्छ तर कुन छिमेकी भनेर लेखेकै छैन।,order_tracking,nepali_devanagari,false,formal,hard
5306,मेरो सामान किन दुईवटा डिपोको बीचमा मात्र घुमिरहेको छ?,order_tracking,nepali_devanagari,false,neutral,medium
5307,सामान खोज्देउ त।,order_tracking,nepali_devanagari,false,informal,easy
5308,हुलाकको वेबसाइटले यो ट्र्याकिङ नम्बर चिन्दै चिनेन त।,order_tracking,nepali_devanagari,false,neutral,medium
5309,tracking ma chimeki lai diyo vanxa tara kun chimeki vanera lekhekai xaina.,order_tracking,romanized_nepali,false,formal,hard
5310,mero saman kina duiwata depo ko bichma matra ghumiraheko xa?,order_tracking,romanized_nepali,false,neutral,medium
5311,saman khojdeu ta.,order_tracking,romanized_nepali,false,informal,easy
5312,hulak ko website le yo tracking number chindai chinena ta.,order_tracking,romanized_nepali,false,neutral,medium
5313,tracking update le delivered to neighbor bhancha but kun neighbor thaha chaina.,order_tracking,code_switched,true,formal,hard
5314,package two sorting centers ko bich ma bouncing bhairacha why is that?,order_tracking,code_switched,true,neutral,medium
5315,find my package now dherai dhilo vayo.,order_tracking,code_switched,true,informal,easy
5316,regional courier ko website le tracking number format unrecognized bhanyo.,order_tracking,code_switched,true,formal,medium
5317,neighbor lai hand over garyo re but signature proof upload bhako chaina.,order_tracking,code_switched,true,neutral,hard
5318,logistic hub bata dispatch bhayo but tracking completely silent cha.,order_tracking,code_switched,true,informal,medium
5319,tracking link broken cha 404 page not found aayo.,order_tracking,code_switched,true,formal,medium
5320,live GPS map repeatedly freeze bhairacha driver location herna milena.,order_tracking,code_switched,true,neutral,hard
5321,Is my purchase currently undergoing the final quality control check?,order_status,english,false,formal,hard
5322,Can I still add a premium gift wrap before the item is dispatched?,order_status,english,false,neutral,medium
5323,is it ready to ship,order_status,english,false,informal,easy
5324,"I noticed my order is flagged as partially fulfilled, what does this imply?",order_status,english,false,formal,medium
5325,के मेरो खरिद अहिले अन्तिम गुणस्तर परीक्षणको चरणमा छ?,order_status,nepali_devanagari,false,formal,hard
5326,सामान पठाउनुअघि यसमा प्रिमियम गिफ्ट र्याप थप्न मिल्छ कि मिल्दैन?,order_status,nepali_devanagari,false,neutral,medium
5327,पठाउन रेडी भयो त,order_status,nepali_devanagari,false,informal,easy
5328,"मेरो अर्डर आंशिक रूपमा पूरा भयो भनेर देखाउँछ, यसको अर्थ के हो?",order_status,nepali_devanagari,false,formal,medium
5329,k mero kharid ahile antim gunastar parikshan ko charan ma xa?,order_status,romanized_nepali,false,formal,hard
5330,saman pathaunu aghi yesma premium gift wrap thapna milxa ki mildaina?,order_status,romanized_nepali,false,neutral,medium
5331,pathauna ready vayo ta,order_status,romanized_nepali,false,informal,easy
5332,"mero order aanshik rupma pura vayo vanera dekhauxa, yesko artha k ho?",order_status,romanized_nepali,false,formal,medium
5333,mero purchase currently final quality control check ma cha ki dispatch bhayo?,order_status,code_switched,true,formal,hard
5334,item dispatch huna aghi premium gift wrap add garna milcha?,order_status,code_switched,true,neutral,medium
5335,is it ready to ship or ajhai packing hudai cha?,order_status,code_switched,true,informal,easy
5336,order partially fulfilled bhanera flagged cha yesko actual meaning k ho?,order_status,code_switched,true,formal,medium
5337,gift wrapping request ignore bhayo jasto cha status ma dekhidaina.,order_status,code_switched,true,neutral,hard
5338,QC check ma fail vayera order hold ma gako ho ra?,order_status,code_switched,true,informal,medium
5339,partially fulfilled status le baki items kaile aucha bhanne dekhaudaina.,order_status,code_switched,true,formal,medium
5340,order processing stage mai stuck cha invoice pani generate bhayena.,order_status,code_switched,true,neutral,hard
5341,I need to abort this transaction so I can reorder using the new discount code.,order_cancellation,english,false,formal,hard
5342,"Since the delivery estimate shifted to next month, I must cancel the order.",order_cancellation,english,false,neutral,medium
5343,cancel this item now,order_cancellation,english,false,informal,easy
5344,Please void the purchase request because I found the exact item locally.,order_cancellation,english,false,formal,medium
5345,नयाँ छुट कोड प्रयोग गरेर फेरि अर्डर गर्न म यो कारोबार रद्द गर्न चाहन्छु।,order_cancellation,nepali_devanagari,false,formal,hard
5346,डेलिभरी हुने समय अर्को महिना सरेको हुनाले म यो अर्डर खारेज गर्न बाध्य छु।,order_cancellation,nepali_devanagari,false,neutral,medium
5347,यो सामान अहिल्यै क्यान्सिल गर,order_cancellation,nepali_devanagari,false,informal,easy
5348,मैले यही सामान मेरै गाउँमा पाएकोले खरिद अनुरोध खारेज गरिदिनुहोस्।,order_cancellation,nepali_devanagari,false,formal,medium
5349,naya chut code prayog garera feri order garna ma yo karobar radda garna chahanxu.,order_cancellation,romanized_nepali,false,formal,hard
5350,delivery hune samaya arko mahina sareko hunale ma yo order kharej garna badhya xu.,order_cancellation,romanized_nepali,false,neutral,medium
5351,yo saman ahilyai cancel gara,order_cancellation,romanized_nepali,false,informal,easy
5352,maile yahi saman merai gaun ma payekole kharid anurodh kharej garidinuhos.,order_cancellation,romanized_nepali,false,formal,medium
5353,new discount code use garera reorder garna I need to abort this transaction.,order_cancellation,code_switched,true,formal,hard
5354,delivery estimate next month shift bhayekole I must cancel the order.,order_cancellation,code_switched,true,neutral,medium
5355,cancel this item now pachi arko order garchu.,order_cancellation,code_switched,true,informal,easy
5356,exact item locally bheteko le please void the purchase request.,order_cancellation,code_switched,true,formal,medium
5357,promo code apply garna birsiye cancel garera feri order garna milcha?,order_cancellation,code_switched,true,neutral,hard
5358,delivery date change vayo malai tyati bela samma wait garna possible chaina cancel it.,order_cancellation,code_switched,true,informal,medium
5359,locally cheap price ma pako le I am terminating this online order.,order_cancellation,code_switched,true,formal,medium
5360,cancel button missing cha app bata kasari void garne yo order?,order_cancellation,code_switched,true,neutral,hard
5361,The tracking indicates my parcel is stranded at customs due to missing commercial documents.,delayed_delivery,english,false,formal,hard
5362,I missed the delivery because the driver seemingly couldn't locate my building.,delayed_delivery,english,false,neutral,medium
5363,package is super late,delayed_delivery,english,false,informal,easy
5364,The torrential snowstorm has continuously delayed my urgent shipment.,delayed_delivery,english,false,formal,medium
5365,ट्र्याकिङ हेर्दा व्यावसायिक कागजात नपुगेर मेरो सामान भन्सारमै अलपत्र परेको देखिन्छ।,delayed_delivery,nepali_devanagari,false,formal,hard
5366,ड्राइभरले मेरो घरको ठेगाना पत्ता लगाउन नसकेको कारणले डेलिभरी छुट्यो।,delayed_delivery,nepali_devanagari,false,neutral,medium
5367,प्याकेज आउन धेरै ढिलो भयो,delayed_delivery,nepali_devanagari,false,informal,easy
5368,भारी हिमपातको कारणले मेरो जरुरी सामान आउन लगातार ढिला भइरहेको छ।,delayed_delivery,nepali_devanagari,false,formal,medium
5369,tracking herda byabasayik kagajat napugera mero saman bhansarmai alapatra pareko dekhinxa.,delayed_delivery,romanized_nepali,false,formal,hard
5370,driver le mero ghar ko thegana patta lagauna nasakeko karanle delivery chutyo.,delayed_delivery,romanized_nepali,false,neutral,medium
5371,package auna dherai dhilo vayo,delayed_delivery,romanized_nepali,false,informal,easy
5372,bhari himpat ko karanle mero jaruri saman auna lagatar dhila vairai ko xa.,delayed_delivery,romanized_nepali,false,formal,medium
5373,tracking indicates parcel customs ma stranded cha missing commercial documents le garda.,delayed_delivery,code_switched,true,formal,hard
5374,driver le building locate garna nasakera I missed the delivery attempt.,delayed_delivery,code_switched,true,neutral,medium
5375,package is super late compensation paunchu ki nai?,delayed_delivery,code_switched,true,informal,easy
5376,torrential snowstorm le garda urgent shipment continuously delayed cha.,delayed_delivery,code_switched,true,formal,medium
5377,customs clearance ma document missing vanera order hold ma gayo re.,delayed_delivery,code_switched,true,neutral,hard
5378,driver couldnt find the address ani call pani garena direct missed delivery haldiyo.,delayed_delivery,code_switched,true,informal,medium
5379,bad weather conditions le transit disrupt bhayo how long should I wait?,delayed_delivery,code_switched,true,formal,medium
5380,urgent shipment thiyo tracking ETA everyday change bhairacha.,delayed_delivery,code_switched,true,neutral,hard
5381,I ordered the organic variant but was supplied with the regular chemically treated one.,wrong_item,english,false,formal,hard
5382,I received a smartphone case instead of the external hard drive I paid for.,wrong_item,english,false,neutral,medium
5383,u gave me the wrong thing,wrong_item,english,false,informal,easy
5384,"The item supplied is a refurbished model, but I distinctly ordered a brand new unit.",wrong_item,english,false,formal,medium
5385,मैले अर्गानिक सामान मगाएको थिएँ तर साधारण रासायनिक उपचार गरिएको सामान दिइयो।,wrong_item,nepali_devanagari,false,formal,hard
5386,मैले बाह्य हार्ड ड्राइभको पैसा तिरेको थिएँ तर मोबाइलको कभर पो आएछ।,wrong_item,nepali_devanagari,false,neutral,medium
5387,तिमीले गलत सामान दियौ,wrong_item,nepali_devanagari,false,informal,easy
5388,"पठाइएको सामान पुरानो मर्मत गरिएको मोडल हो, तर मैले पक्कै पनि नयाँ मगाएको थिएँ।",wrong_item,nepali_devanagari,false,formal,medium
5389,maile organic saman magako thiye tara sadharan rasayanik upachar garieko saman diiyo.,wrong_item,romanized_nepali,false,formal,hard
5390,maile bahya hard drive ko paisa tireko thiye tara mobile ko cover po aayexa.,wrong_item,romanized_nepali,false,neutral,medium
5391,timile galat saman diyau,wrong_item,romanized_nepali,false,informal,easy
5392,"pathaieko saman purano marmat garieko model ho, tara maile pakkai pani naya magako thiye.",wrong_item,romanized_nepali,false,formal,medium
5393,organic variant order gareko regular chemically treated one supply bhayo.,wrong_item,code_switched,true,formal,hard
5394,external hard drive ko payment gareko smartphone case received bhayo.,wrong_item,code_switched,true,neutral,medium
5395,u gave me the wrong thing totally useless cha mero lagi.,wrong_item,code_switched,true,informal,easy
5396,supplied item refurbished model raicha I distinctly ordered a brand new unit.,wrong_item,code_switched,true,formal,medium
5397,organic label chaina item ma wrong variant deliver vayo jasto cha.,wrong_item,code_switched,true,neutral,hard
5398,hard drive order garya phone case lyaidiyo kasto packing error ho yo.,wrong_item,code_switched,true,informal,medium
5399,brand new condition ko satta heavily used product aayo please exchange.,wrong_item,code_switched,true,formal,medium
5400,description mismatch vayo maile kineko item ra box bhitra ko item ko.,wrong_item,code_switched,true,neutral,hard
5401,The tamper-evident security seal on the carton was clearly breached prior to arrival.,damaged_item,english,false,formal,hard
5402,The product emits an overwhelming chemical odor rendering it unusable.,damaged_item,english,false,neutral,medium
5403,arrived totally ruined,damaged_item,english,false,informal,easy
5404,The frozen perishable food arrived completely thawed and spoiled.,damaged_item,english,false,formal,medium
