id,text,intent,language,is_code_switched,formality,difficulty
6501,Could you confirm the arrival time at the local dispatch facility?,order_tracking,english,false,formal,medium
6502,The tracking app shows the vehicle is parked on my street.,order_tracking,english,false,neutral,medium
6503,where is the van,order_tracking,english,false,informal,easy
6504,I require the precise dispatch details for my upcoming delivery.,order_tracking,english,false,formal,hard
6505,स्थानीय वितरण केन्द्रमा आइपुग्ने समय निश्चित गर्न सक्नुहुन्छ?,order_tracking,nepali_devanagari,false,formal,medium
6506,ट्र्याकिङ एपमा गाडी मेरो सडकमै रोकिएको देखाउँछ।,order_tracking,nepali_devanagari,false,neutral,medium
6507,भ्यान कहाँ छ त,order_tracking,nepali_devanagari,false,informal,easy
6508,मलाई मेरो डेलिभरीको लागि सही प्रेषण विवरणहरू आवश्यक छ।,order_tracking,nepali_devanagari,false,formal,hard
6509,sthaniya bitaran kendra ma aipugne samaya nishchit garna saknuhunxa?,order_tracking,romanized_nepali,false,formal,medium
6510,tracking app ma gadi mero sadakmai rokieko dekhauxa.,order_tracking,romanized_nepali,false,neutral,medium
6511,van kaha xa ta,order_tracking,romanized_nepali,false,informal,easy
6512,malai mero delivery ko lagi sahi preshan biwaranharu aawashyak xa.,order_tracking,romanized_nepali,false,formal,hard
6513,local dispatch facility ma arrival time confirm garna milcha?,order_tracking,code_switched,true,formal,medium
6514,tracking app shows vehicle mero street ma parked cha.,order_tracking,code_switched,true,neutral,medium
6515,where is the van chito pathau na.,order_tracking,code_switched,true,informal,easy
6516,upcoming delivery ko precise dispatch details require garchu.,order_tracking,code_switched,true,formal,hard
6517,map ma update vayena tracking number valid cha?,order_tracking,code_switched,true,neutral,medium
6518,courier partner le contact garena but status out for delivery cha.,order_tracking,code_switched,true,formal,medium
6519,live tracking kina freeze vako cha app ma?,order_tracking,code_switched,true,informal,medium
6520,dispatch details clearly dekhayena portal login garda.,order_tracking,code_switched,true,formal,hard
6521,Has the third-party vendor confirmed the processing of my item?,order_status,english,false,formal,hard
6522,I want to know if the complimentary gift wrap was added to my cart.,order_status,english,false,neutral,medium
6523,is it ready yet,order_status,english,false,informal,easy
