id,text,intent,language,is_code_switched,formality,difficulty
2101,"Is my package currently at the sorting facility or on a truck?",order_tracking,english,false,formal,medium
2102,"Can you send me the dispatcher's contact details to check the location?",order_tracking,english,false,neutral,medium
2103,where is it rn,order_tracking,english,false,informal,easy
2104,"The tracking history hasn't been updated since it left the warehouse.",order_tracking,english,false,neutral,hard
2105,"I would appreciate a live tracking link for my current shipment.",order_tracking,english,false,formal,medium
2106,मेरो सामान अहिले कुन डिपोमा आइपुगेको छ?,order_tracking,nepali_devanagari,false,neutral,easy
2107,बाटोमा गाडी बिग्रिएको हो कि के हो लोकेशन नै सरेको छैन त।,order_tracking,nepali_devanagari,false,informal,hard
2108,डेलिभरी ट्र्याक गर्ने ठाउँमा गएर हेर्दा केही पनि देखाएन।,order_tracking,nepali_devanagari,false,neutral,medium
2109,मेरो प्याकेज बोक्ने कुरियरको नाम के हो?,order_tracking,nepali_devanagari,false,formal,medium
2110,सामान कहाँ पुग्यो हेर्दिनु न।,order_tracking,nepali_devanagari,false,informal,easy
2111,mero saman aile kun depo ma aipugeko xa?,order_tracking,romanized_nepali,false,neutral,easy
2112,bato ma gadi bigreko hoki location nai sareko xaina.,order_tracking,romanized_nepali,false,informal,hard
2113,delivery track garne thau ma kei pani dekhayena.,order_tracking,romanized_nepali,false,neutral,medium
2114,mero package bokne courier ko naam k ho?,order_tracking,romanized_nepali,false,formal,medium
2115,saman kaha pugo herdina paryo.,order_tracking,romanized_nepali,false,informal,easy
2116,sorting facility ma adkeko cha ki in-transit cha package?,order_tracking,code_switched,true,formal,medium
2117,dispatcher ko contact details provide garnus na.,order_tracking,code_switched,true,neutral,medium
2118,tracking history update bhako chaina warehouse bata niskepachi.,order_tracking,code_switched,true,neutral,hard
2119,live tracking link pathauna milcha for my shipment?,order_tracking,code_switched,true,formal,medium
2120,app ma track garda no data found bhancha.,order_tracking,code_switched,true,informal,easy
2121,"Has the payment been verified and the order moved to processing?",order_status,english,false,formal,hard
2122,"Could you tell me if my basket is fully packed?",order_status,english,false,neutral,medium
2123,is my order ready,order_status,english,false,informal,easy
2124,"I see the status as 'on hold', why is my order not processing?",order_status,english,false,neutral,medium
2125,"Please confirm if the seller has acknowledged my order.",order_status,english,false,formal,medium
2126,मैले तिरेको पैसा रुजु भएर सामान प्याकिङमा गयो कि नाइ?,order_status,nepali_devanagari,false,formal,hard
2127,मेरो कार्टमा भएको सबै सामान प्याक भइसक्यो?,order_status,nepali_devanagari,false,neutral,medium
2128,अर्डर रेडी भयो त?,order_status,nepali_devanagari,false,informal,easy
2129,मेरो अर्डर किन 'अन होल्ड' मा राखिएको छ?,order_status,nepali_devanagari,false,neutral,medium
2130,पसलेले मेरो अर्डर स्वीकार गर्‍यो कि गरेन भन्दिनुस् न।,order_status,nepali_devanagari,false,formal,medium
2131,maile tireko paisa ruju vayera saman packing ma gayo ki nai?,order_status,romanized_nepali,false,formal,hard
2132,mero cart ma vako sabai saman pack vaisakyo?,order_status,romanized_nepali,false,neutral,medium
2133,order ready vayo ta?,order_status,romanized_nepali,false,informal,easy
2134,mero order kina on hold ma rakheko xa?,order_status,romanized_nepali,false,neutral,medium
2135,pasale le mero order swikar garyo ki nai vandinu na.,order_status,romanized_nepali,false,formal,medium
2136,payment verified vayera processing ma move bhayo ki nai?,order_status,code_switched,true,formal,hard
2137,basket fully packed bhayo ki remaining cha kei?,order_status,code_switched,true,neutral,medium
2138,status on hold dekhairacha why is it not processing?,order_status,code_switched,true,neutral,medium
2139,seller le order acknowledge garyo bhanne confirmation aayena.,order_status,code_switched,true,formal,medium
2140,dashboard ma order unverified dekhaucha k vako?,order_status,code_switched,true,informal,easy
2141,"Please halt the processing of my recent transaction.",order_cancellation,english,false,formal,medium
2142,"I'd like to drop the second item from my invoice before it ships.",order_cancellation,english,false,neutral,hard
2143,cancel it immediately,order_cancellation,english,false,informal,easy
2144,"Can I still cancel if the status is showing as 'preparing to ship'?",order_cancellation,english,false,neutral,medium
2145,"I bought the incorrect variant and need to terminate the order.",order_cancellation,english,false,formal,medium
2146,भर्खरै गरेको ट्रान्जेक्सन अगाडि नबढाउनु होला।,order_cancellation,nepali_devanagari,false,formal,medium
2147,बिलमा भएको दोस्रो सामान मात्रै हटाउन मिल्छ?,order_cancellation,nepali_devanagari,false,neutral,hard
2148,तुरुन्तै क्यान्सिल गर त यो।,order_cancellation,nepali_devanagari,false,informal,easy
2149,प्याकिङ हुँदैछ भनेको बेला पनि अर्डर रद्द गर्न पाइन्छ?,order_cancellation,nepali_devanagari,false,neutral,medium
2150,मैले गलत मोडल छानेछु, यसलाई खारेज गरिदिनुस्।,order_cancellation,nepali_devanagari,false,formal,medium
2151,varkhar gareko transaction agadi nabadhaunu hola.,order_cancellation,romanized_nepali,false,formal,medium
2152,bill ma vako dosro saman matrai hatauna milxa?,order_cancellation,romanized_nepali,false,neutral,hard
2153,turuntai cancel gara ta yo.,order_cancellation,romanized_nepali,false,informal,easy
2154,packing hudai xa vaneko bela pani order radda garna painxa?,order_cancellation,romanized_nepali,false,neutral,medium
2155,maile galat model chanechu, yeslai kharej gardinus.,order_cancellation,romanized_nepali,false,formal,medium
2156,recent transaction processing halt gardinus na.,order_cancellation,code_switched,true,formal,medium
2157,invoice bata second item drop garna milcha before shipping?,order_cancellation,code_switched,true,neutral,hard
2158,status preparing to ship cha still cancel garna milcha?,order_cancellation,code_switched,true,neutral,medium
2159,incorrect variant buy vayo terminate this order.,order_cancellation,code_switched,true,formal,medium
2160,order cancel garne button disabled cha app ma.,order_cancellation,code_switched,true,informal,easy
2161,"The package seems to be stuck at the dispatch facility for days.",delayed_delivery,english,false,formal,hard
2162,"Are there any logistical disruptions causing my order to be late?",delayed_delivery,english,false,neutral,medium
2163,still waiting for it,delayed_delivery,english,false,informal,easy
2164,"My shipment was scheduled for yesterday morning but hasn't arrived.",delayed_delivery,english,false,neutral,medium
2165,"I am deeply unsatisfied with the repeated postponements of my delivery.",delayed_delivery,english,false,formal,medium
2166,सामान पठाउने ठाउँमै मेरो प्याकेज धेरै दिनदेखि अड्किएको जस्तो छ।,delayed_delivery,nepali_devanagari,false,formal,hard
2167,केही प्राविधिक समस्याले गर्दा मेरो सामान आउन ढिला भएको हो?,delayed_delivery,nepali_devanagari,false,neutral,medium
2168,अझै कुरेर बसेको छु खै त।,delayed_delivery,nepali_devanagari,false,informal,easy
2169,हिजो बिहान आउनुपर्ने सामान आजसम्म आइपुगेको छैन।,delayed_delivery,nepali_devanagari,false,neutral,medium
2170,पटक पटक डेलिभरी सरेकोले मलाई धेरै नै असन्तुष्टि लागेको छ।,delayed_delivery,nepali_devanagari,false,formal,medium
2171,saman pathaune thaumai mero package dherai din dekhi adkekojasto xa.,delayed_delivery,romanized_nepali,false,formal,hard
2172,kei technical samasya le garda mero saman auna dhila vako ho?,delayed_delivery,romanized_nepali,false,neutral,medium
2173,ajhai kurera baseko xu khai ta.,delayed_delivery,romanized_nepali,false,informal,easy
2174,hijo bihan aunuparne saman aajasamma aipugeko xaina.,delayed_delivery,romanized_nepali,false,neutral,medium
2175,patak patak delivery sarekole malai dherai nai asantusti lageko xa.,delayed_delivery,romanized_nepali,false,formal,medium
2176,dispatch facility ma package stuck bhako dherai din bhayo.,delayed_delivery,code_switched,true,formal,hard
