id,text,intent,language,is_code_switched,formality,difficulty
4101,"The GPS coordinates on the delivery map have remained completely static for two days.",order_tracking,english,false,formal,hard
4102,"Can you ask the courier driver to upload a picture of the delivery location?",order_tracking,english,false,neutral,medium
4103,"track this package rn",order_tracking,english,false,informal,easy
4104,"I need the direct contact number for the regional dispatch center.",order_tracking,english,false,formal,medium
4105,"नक्सामा देखाएको जीपीएस कोअर्डिनेट दुई दिनदेखि एकै ठाउँमा रोकिएको छ।",order_tracking,nepali_devanagari,false,formal,hard
4106,"कुरियर ड्राइभरलाई सामान छोडेको ठाउँको फोटो हाल्न भन्न मिल्छ?",order_tracking,nepali_devanagari,false,neutral,medium
4107,"मेरो प्याकेज ट्र्याक गरिदेउ त।",order_tracking,nepali_devanagari,false,informal,easy
4108,"मलाई क्षेत्रीय ढुवानी केन्द्रको सिधा सम्पर्क नम्बर चाहियो।",order_tracking,nepali_devanagari,false,formal,medium
4109,"map ma dekhayeko gps coordinate dui din dekhi ekai thau ma rokieko xa.",order_tracking,romanized_nepali,false,formal,hard
4110,"courier driver lai saman xodeko thau ko photo halna vanna milxa?",order_tracking,romanized_nepali,false,neutral,medium
4111,"mero package track garideu ta.",order_tracking,romanized_nepali,false,informal,easy
4112,"malai kshetriya dhuwani kendra ko sidha samparka number chahiyo.",order_tracking,romanized_nepali,false,formal,medium
4113,"GPS coordinates delivery map ma completely static cha for two days.",order_tracking,code_switched,true,formal,hard
4114,"courier driver lai delivery location ko picture upload garna lagaunus na.",order_tracking,code_switched,true,neutral,medium
4115,"package track gara na rn stuck cha ki k ho.",order_tracking,code_switched,true,informal,easy
4116,"regional dispatch center ko direct contact number provide garnus.",order_tracking,code_switched,true,formal,medium
4117,"live tracking portal freeze vayo update kunai chaina.",order_tracking,code_switched,true,neutral,hard
4118,"neighbor lai hand over garyo ki proof of delivery check garnus.",order_tracking,code_switched,true,informal,medium
4119,"delivery attempt failed bhanne SMS aayo but driver le call garena.",order_tracking,code_switched,true,formal,hard
4120,"package hub mai stuck cha tracking status completely freeze bhayo.",order_tracking,code_switched,true,neutral,medium
4121,"Has the customized production stage for my bespoke item commenced?",order_status,english,false,formal,hard
4122,"I am checking if the backordered inventory has been successfully fulfilled.",order_status,english,false,neutral,medium
4123,"is my basket ready",order_status,english,false,informal,easy
4124,"Please confirm if my order is available for in-store pickup right now.",order_status,english,false,formal,medium
4125,"मैले अर्डर गरेको विशेष डिजाइनको सामान बन्न सुरु भयो कि भएन?",order_status,nepali_devanagari,false,formal,hard
4126,"स्टक सकिएको सामानको व्यवस्थापन भएर प्याकिङ भयो कि भनेर बुझ्न खोजेको।",order_status,nepali_devanagari,false,neutral,medium
4127,"मेरो सामान तयार भयो त?",order_status,nepali_devanagari,false,informal,easy
4128,"मेरो अर्डर अहिले पसलमै गएर लिन मिल्ने अवस्थामा छ कि छैन यकिन गरिदिनुस्।",order_status,nepali_devanagari,false,formal,medium
4129,"maile order gareko bisesh design ko saman banna suru vayo ki vayena?",order_status,romanized_nepali,false,formal,hard
4130,"stock sakieko saman ko byawasthapan vayera packing vayo ki vanera bujhna khojeko.",order_status,romanized_nepali,false,neutral,medium
4131,"mero saman tayar vayo ta?",order_status,romanized_nepali,false,informal,easy
4132,"mero order ahile pasalmai gayera lina milne awastha ma xa ki xaina yakin garidinus.",order_status,romanized_nepali,false,formal,medium
4133,"customized bespoke item ko production stage commence bhayo ki nai?",order_status,code_switched,true,formal,hard
4134,"backordered inventory ko fulfillment properly complete bhayo ki check gardinus.",order_status,code_switched,true,neutral,medium
4135,"mero basket pickup ko lagi ready cha?",order_status,code_switched,true,informal,easy
4136,"in-store pickup ko lagi order currently available cha confirm garnus.",order_status,code_switched,true,formal,medium
4137,"half items matra packing hudai cha ki full cart tayar cha?",order_status,code_switched,true,neutral,hard
4138,"dashboard ma order unverified dekhaudai cha seller validation pending cha?",order_status,code_switched,true,informal,medium
4139,"order confirmation SMS aayena processing stage mai adkeko ho?",order_status,code_switched,true,formal,hard
4140,"payment received but order status completely pending cha.",order_status,code_switched,true,neutral,medium
4141,"I must unconditionally terminate the auto-renewal subscription for this service.",order_cancellation,english,false,formal,hard
4142,"Please remove the complimentary gift wrapping from my current checkout cart.",order_cancellation,english,false,neutral,medium
4143,"cancel my sub",order_cancellation,english,false,informal,easy
4144,"Can I halt the automatic refill option before it leaves the warehouse?",order_cancellation,english,false,formal,medium
4145,"म यस सेवाको अटोमेटिक नवीकरणलाई विना सर्त खारेज गर्न चाहन्छु।",order_cancellation,nepali_devanagari,false,formal,hard
4146,"कृपया मेरो कार्टबाट सित्तैमा पाइने गिफ्ट र्यापिङ अप्सन हटाइदिनुस्।",order_cancellation,nepali_devanagari,false,neutral,medium
4147,"मेरो सदस्यता रद्द गर।",order_cancellation,nepali_devanagari,false,informal,easy
4148,"गोदामबाट निस्कनु अघि म अटोमेटिक रिफिल अप्सनलाई रोक्न सक्छु?",order_cancellation,nepali_devanagari,false,formal,medium
4149,"ma yas sewa ko automatic nabikaran lai bina sarta kharej garna chahanxu.",order_cancellation,romanized_nepali,false,formal,hard
4150,"kripaya mero cart bata sittaima paine gift wrapping option hataidinus.",order_cancellation,romanized_nepali,false,neutral,medium
4151,"mero sub radda gara.",order_cancellation,romanized_nepali,false,informal,easy
4152,"godam bata niskanu aghi ma automatic refill option lai rokna sakxu?",order_cancellation,romanized_nepali,false,formal,medium
4153,"auto-renewal subscription lai unconditionally terminate garna formally request gardaichu.",order_cancellation,code_switched,true,formal,hard
4154,"checkout cart bata complimentary gift wrapping option discard garna milcha?",order_cancellation,code_switched,true,neutral,medium
4155,"cancel my sub ahile ko ahile nai.",order_cancellation,code_switched,true,informal,easy
4156,"warehouse bata dispatch huna aghi automatic refill halt gardinus.",order_cancellation,code_switched,true,formal,medium
4157,"mistake le double order vayo void it unconditionally.",order_cancellation,code_switched,true,neutral,hard
4158,"partial cancellation ko request cha process garna k garnu parcha?",order_cancellation,code_switched,true,informal,medium
4159,"cancellation button disable cha order freeze garera cancel gardinus.",order_cancellation,code_switched,true,formal,hard
4160,"accidentally duplicate cart order vayo please terminate one of them.",order_cancellation,code_switched,true,neutral,medium
4161,"I am claiming formal compensation for the profound logistical delay encountered.",delayed_delivery,english,false,formal,hard
4162,"My wedding outfit is delayed and this is causing a massive disaster.",delayed_delivery,english,false,neutral,medium
4163,"it is very late",delayed_delivery,english,false,informal,easy
4164,"The delivery driver falsely claimed that no one was home to receive it.",delayed_delivery,english,false,formal,medium
4165,"ढुवानीमा भएको चरम ढिलाइको लागि म औपचारिक रूपमा क्षतिपूर्तिको दाबी गर्दैछु।",delayed_delivery,nepali_devanagari,false,formal,hard
4166,"मेरो बिहेको लुगा आउन ढिला भयो र यसले ठूलो तनाव दिएको छ।",delayed_delivery,nepali_devanagari,false,neutral,medium
4167,"धेरै ढिला भयो यो।",delayed_delivery,nepali_devanagari,false,informal,easy
4168,"ड्राइभरले सामान बुझ्न घरमा कोही थिएन भनेर झुटो दाबी गरेछ।",delayed_delivery,nepali_devanagari,false,formal,medium
4169,"dhuwani ma vayeko charam dhilai ko lagi ma aupacharik rupma kshatipurti ko dabi gardaixu.",delayed_delivery,romanized_nepali,false,formal,hard
4170,"mero biheko luga auna dhila vayo ra yesle thulo tanab diyeko xa.",delayed_delivery,romanized_nepali,false,neutral,medium
4171,"dherai dhila vayo yo.",delayed_delivery,romanized_nepali,false,informal,easy
4172,"driver le saman bujhna gharma kohi thiena vanera jhuto dabi garexa.",delayed_delivery,romanized_nepali,false,formal,medium
4173,"profound logistical delay ko lagi ma formal compensation claim gardaichu.",delayed_delivery,code_switched,true,formal,hard
4174,"wedding outfit delay bhayo it is causing a massive disaster for me.",delayed_delivery,code_switched,true,neutral,medium
4175,"it is very late yar aaba malai chahiyena.",delayed_delivery,code_switched,true,informal,easy
4176,"driver falsely claimed that no one was home delivery receive garna lai.",delayed_delivery,code_switched,true,formal,medium
4177,"delivery deadline cross vayo service level agreement absolutely breach bhayo.",delayed_delivery,code_switched,true,neutral,hard
4178,"event pass bhaisakyo delayed delivery le garda I don't need it anymore.",delayed_delivery,code_switched,true,informal,medium
4179,"holiday rush le garda tracking continuously delayed bhaniracha.",delayed_delivery,code_switched,true,formal,hard
4180,"timiharuko service pathetic cha extremely delayed shipment vayo.",delayed_delivery,code_switched,true,neutral,medium
4181,"You dispatched a left-handed guitar instead of the right-handed acoustic model.",wrong_item,english,false,formal,hard
4182,"I believe the beauty cosmetics delivered to me are purely counterfeit.",wrong_item,english,false,neutral,medium
4183,"wrong keyboard layout",wrong_item,english,false,informal,easy
4184,"The voltage adapter provided does not match the specifications I ordered.",wrong_item,english,false,formal,medium
4185,"तपाईंले दाहिने हातले बजाउने गितारको सट्टा देब्रे हातले बजाउने पठाउनुभयो।",wrong_item,nepali_devanagari,false,formal,hard
4186,"मलाई पठाइएको सौन्दर्य प्रसाधनहरू पूर्ण रूपमा नक्कली हुन् जस्तो लाग्छ।",wrong_item,nepali_devanagari,false,neutral,medium
4187,"गलत किबोर्ड पठायौ।",wrong_item,nepali_devanagari,false,informal,easy
4188,"यसमा दिइएको भोल्टेज एडाप्टर मैले मगाएको विवरणसँग मेल खाँदैन।",wrong_item,nepali_devanagari,false,formal,medium
4189,"tapaile dahine hat le bajaune guitar ko satta debre hat le bajaune pathaunuhuyo.",wrong_item,romanized_nepali,false,formal,hard
4190,"malai pathaieko soundarya prasadhanharu purna rupma nakkali hun jasto lagxa.",wrong_item,romanized_nepali,false,neutral,medium
4191,"galat keyboard pathayau.",wrong_item,romanized_nepali,false,informal,easy
4192,"yesma dieko voltage adapter maile magako biwaran sanga mel khandaina.",wrong_item,romanized_nepali,false,formal,medium
4193,"right-handed acoustic model ko satta left-handed guitar dispatch garnu bhayechha.",wrong_item,code_switched,true,formal,hard
