id,text,intent,language,is_code_switched,formality,difficulty
7701,Can you provide the exact telemetry data for my incoming cargo?,order_tracking,english,false,formal,hard
7702,The delivery marker shows my parcel is stationary at the regional hub.,order_tracking,english,false,neutral,medium
7703,check where my box is,order_tracking,english,false,informal,easy
7704,I need the logistics route map for the upcoming drop-off.,order_tracking,english,false,formal,medium
7705,के तपाईं मेरो आउँदै गरेको कार्गोको ठ्याक्कै टेलिमेट्री डाटा उपलब्ध गराउन सक्नुहुन्छ?,order_tracking,nepali_devanagari,false,formal,hard
7706,डेलिभरी मार्करले मेरो पार्सल क्षेत्रीय केन्द्रमा रोकिएको देखाउँछ।,order_tracking,nepali_devanagari,false,neutral,medium
7707,मेरो बाकस कता छ हेर त,order_tracking,nepali_devanagari,false,informal,easy
7708,मलाई आउँदै गरेको डेलिभरीको लजिस्टिक रुट म्याप चाहिएको छ।,order_tracking,nepali_devanagari,false,formal,medium
7709,k tapai mero aaudai gareko cargo ko thyakkai telemetry data uplabdha garauna saknuhunxa?,order_tracking,romanized_nepali,false,formal,hard
7710,delivery marker le mero parcel kshetriya kendra ma rokieko dekhauxa.,order_tracking,romanized_nepali,false,neutral,medium
7711,mero bakas kata xa hera ta,order_tracking,romanized_nepali,false,informal,easy
7712,malai aaudai gareko delivery ko logistic route map chahiyeko xa.,order_tracking,romanized_nepali,false,formal,medium
7713,incoming cargo ko exact telemetry data provide garna saknuhuncha?,order_tracking,code_switched,true,formal,hard
7714,delivery marker shows parcel regional hub mai stationary cha.,order_tracking,code_switched,true,neutral,medium
7715,check where my box is map ta chalekai chaina.,order_tracking,code_switched,true,informal,easy
7716,upcoming drop-off ko logistics route map forward garnus please.,order_tracking,code_switched,true,formal,medium
7717,geolocation beacon entirely unresponsive cha since dispatch.,order_tracking,code_switched,true,neutral,hard
7718,last-mile agent le tracking link update garena kata cha?,order_tracking,code_switched,true,informal,medium
7719,shipping manifest bata current checkpoint securely verify gara.,order_tracking,code_switched,true,formal,hard
7720,courier vehicle ko coordinates portal ma blank dekhaucha.,order_tracking,code_switched,true,neutral,medium
