id,text,intent,language,is_code_switched,formality,difficulty
6901,Can you verify if the airway bill routing history has been updated?,order_tracking,english,false,formal,hard
6902,My tracking graph shows the package going in the opposite direction.,order_tracking,english,false,neutral,medium
6903,where exactly is the courier,order_tracking,english,false,informal,easy
6904,Please furnish the contact details of the last-mile logistics partner.,order_tracking,english,false,formal,medium
6905,के तपाईं एयरवे बिलको मार्ग इतिहास अद्यावधिक भएको छ कि छैन प्रमाणित गर्न सक्नुहुन्छ?,order_tracking,nepali_devanagari,false,formal,hard
6906,मेरो ट्र्याकिङ ग्राफले प्याकेज विपरीत दिशामा गइरहेको देखाउँछ।,order_tracking,nepali_devanagari,false,neutral,medium
6907,कुरियर ठ्याक्कै कहाँ छ त,order_tracking,nepali_devanagari,false,informal,easy
6908,कृपया अन्तिम डेलिभरी गर्ने लजिस्टिक पार्टनरको सम्पर्क विवरण उपलब्ध गराउनुहोस्।,order_tracking,nepali_devanagari,false,formal,medium
6909,k tapai airway bill ko marga itihas adyawadhik vayeko xa ki xaina pramanit garna saknuhunxa?,order_tracking,romanized_nepali,false,formal,hard
6910,mero tracking graph le package biparit disha ma gairaheko dekhauxa.,order_tracking,romanized_nepali,false,neutral,medium
6911,courier thyakkai kaha xa ta,order_tracking,romanized_nepali,false,informal,easy
6912,kripaya antim delivery garne logistic partner ko samparka biwaran uplabdha garaunuhos.,order_tracking,romanized_nepali,false,formal,medium
6913,airway bill routing history update vayo ki nai verify garna saknuhuncha?,order_tracking,code_switched,true,formal,hard
6914,tracking graph ma package opposite direction ma movement dekhaucha why?,order_tracking,code_switched,true,neutral,medium
6915,where exactly is the courier malai urgent chahiyeko cha.,order_tracking,code_switched,true,informal,easy
6916,last-mile logistics partner ko contact details furnish garnus please.,order_tracking,code_switched,true,formal,medium
6917,transit node cross bhako 3 days vayo tracking frozen cha.,order_tracking,code_switched,true,neutral,hard
6918,courier driver ko live GPS link strictly send gara.,order_tracking,code_switched,true,informal,medium
6919,customs clearance pachi out for delivery kaile huncha?,order_tracking,code_switched,true,formal,medium
6920,tracking site crash bhairacha alternative tracking map cha?,order_tracking,code_switched,true,neutral,medium
6921,Has the manufacturing unit commenced the assembly of my bespoke order?,order_status,english,false,formal,hard
6922,I would like to know if the vendor has verified the inventory for my cart.,order_status,english,false,neutral,medium
6923,is my package ready,order_status,english,false,informal,easy
6924,The dashboard indicates 'awaiting fulfillment' for an extended period.,order_status,english,false,formal,medium
6925,के निर्माण एकाइले मेरो विशेष अर्डरको जडान सुरु गरेको छ?,order_status,nepali_devanagari,false,formal,hard
6926,म जान्न चाहन्छु कि बिक्रेताले मेरो कार्टको लागि स्टक प्रमाणित गरेको छ कि छैन।,order_status,nepali_devanagari,false,neutral,medium
6927,मेरो प्याकेज तयार भयो त,order_status,nepali_devanagari,false,informal,easy
6928,ड्यासबोर्डले लामो समयदेखि 'पूरा हुन बाँकी' देखाइरहेको छ।,order_status,nepali_devanagari,false,formal,medium
6929,k nirman ekai le mero bisesh order ko jadan suru gareko xa?,order_status,romanized_nepali,false,formal,hard
6930,ma janna chahanxu ki bikreta le mero cart ko lagi stock pramanit gareko xa ki xaina.,order_status,romanized_nepali,false,neutral,medium
6931,mero package tayar vayo ta,order_status,romanized_nepali,false,informal,easy
6932,dashboard le lamo samayadekhi pura huna banki dekhairaheko xa.,order_status,romanized_nepali,false,formal,medium
6933,manufacturing unit le mero bespoke order ko assembly commence garyo?,order_status,code_switched,true,formal,hard
6934,vendor le mero cart ko lagi inventory verify garyo ki nai I want to know.,order_status,code_switched,true,neutral,medium
6935,is my package ready malai lina aunu thiyo.,order_status,code_switched,true,informal,easy
6936,dashboard indicates awaiting fulfillment since last week.,order_status,code_switched,true,formal,medium
6937,bulk order ko quality check pass vayo ki fail vayo confirm gara.,order_status,code_switched,true,neutral,hard
6938,order confirm vayo but seller validation still pending cha.,order_status,code_switched,true,formal,medium
6939,packing section ma katti din samma adkincha yo order?,order_status,code_switched,true,informal,medium
6940,status API down cha mero order currently kun stage ma cha?,order_status,code_switched,true,neutral,medium
6941,I must unequivocally terminate the backorder as the waiting period is intolerable.,order_cancellation,english,false,formal,hard
6942,Please remove the complementary subscription from my current billing cycle.,order_cancellation,english,false,neutral,medium
6943,cancel the whole thing,order_cancellation,english,false,informal,easy
6944,Can you intercept the package before it is handed over to the courier?,order_cancellation,english,false,formal,medium
