id,text,intent,language,is_code_switched,formality,difficulty
1301,"Could you please provide the airway bill (AWB) number for my international shipment?",order_tracking,english,false,formal,hard
1302,"My tracking status says 'out for delivery' but nobody has contacted me.",order_tracking,english,false,neutral,medium
1303,gimme tracking link,order_tracking,english,false,informal,easy
1304,"Which courier service is handling my delivery to the rural area?",order_tracking,english,false,neutral,medium
1305,मेरो अन्तर्राष्ट्रिय सामानको एयरवे बिल नम्बर पाउन सक्छु?,order_tracking,nepali_devanagari,false,formal,hard
1306,डेलिभरी गर्न आउँदैछ भनेको छ तर कसैले फोन गरेको छैन।,order_tracking,nepali_devanagari,false,neutral,medium
1307,सामान बोक्ने गाडी कुन ठाउँमा छ अहले?,order_tracking,nepali_devanagari,false,neutral,medium
1308,ट्र्याक गर्ने लिंक पठाइदेउ न।,order_tracking,nepali_devanagari,false,informal,easy
1309,international parcel ko AWB number kata paunxa?,order_tracking,romanized_nepali,false,formal,hard
1310,out for delivery vanxa tara delivery boy le call garena.,order_tracking,romanized_nepali,false,neutral,medium
1311,kaha pugo gadi herna milxa?,order_tracking,romanized_nepali,false,informal,medium
1312,tracking link sms ma pathaidinu la.,order_tracking,romanized_nepali,false,informal,easy
1313,AWB number provide garnus na for tracking.,order_tracking,code_switched,true,formal,medium
1314,courier dispatch bhayo but no tracking SMS received.,order_tracking,code_switched,true,neutral,hard
1315,out for delivery dekhaucha but still contact garena.,order_tracking,code_switched,true,informal,medium
1316,tracking portal ma order ID recognize nai vayena.,order_tracking,code_switched,true,formal,medium
1317,live location herne link invalid cha app ma.,order_tracking,code_switched,true,neutral,hard
1318,delivery hub ma pugeko cha tara dispatch vayena.,order_tracking,code_switched,true,informal,medium
1319,logistic partner ko details share garna milcha?,order_tracking,code_switched,true,formal,medium
1320,tracking map load hudaina fix gardinu na.,order_tracking,code_switched,true,informal,easy
1321,"I need to confirm if my wholesale pre-order has been registered.",order_status,english,false,formal,hard
1322,"Is my shopping cart still awaiting merchant approval?",order_status,english,false,neutral,medium
1323,is my order confirmed?,order_status,english,false,informal,easy
1324,"I haven't received the invoice after making the purchase.",order_status,english,false,neutral,medium
1325,मैले गरेको प्रि-अर्डरको दर्ता पक्का भयो कि भएन?,order_status,nepali_devanagari,false,formal,hard
1326,व्यापारीले मेरो अर्डरलाई स्वीकृत गरे कि अझै पेन्डिङ छ?,order_status,nepali_devanagari,false,neutral,medium
1327,अर्डर पास भयो कि नाइ?,order_status,nepali_devanagari,false,informal,easy
1328,सामान किनेपछि बिल नै इमेलमा आएन त।,order_status,nepali_devanagari,false,neutral,medium
1329,mero wholesale pre-order confirm vayo ki nai?,order_status,romanized_nepali,false,formal,hard
1330,merchant le order accept garyo ki pending nai xa?,order_status,romanized_nepali,false,neutral,medium
1331,order approve vayo ki k ho status?,order_status,romanized_nepali,false,informal,easy
1332,kineko bill mail ma aako xaina ta.,order_status,romanized_nepali,false,neutral,medium
1333,pre-order confirmation email kaile aucha?,order_status,code_switched,true,formal,medium
1334,seller verification pending dekhaucha dashboard ma.,order_status,code_switched,true,neutral,hard
1335,order status ma invoice not generated bhanxa why?,order_status,code_switched,true,formal,medium
1336,checkout success vayo but order history empty cha.,order_status,code_switched,true,informal,hard
1337,merchant approval delay vako ho ki k ho?,order_status,code_switched,true,neutral,medium
1338,bulk order approve huna kati time lagcha?,order_status,code_switched,true,formal,medium
1339,order accepted vanxa tara processing start vayena.,order_status,code_switched,true,informal,medium
1340,app ma order unfulfilled dekhairacha meaning k ho?,order_status,code_switched,true,neutral,easy
1341,"I found a better price locally, please cancel my entire order.",order_cancellation,english,false,formal,medium
1342,Please terminate the pre-order I placed last month.,order_cancellation,english,false,neutral,medium
1343,cancel my stuff,order_cancellation,english,false,informal,easy
1344,"I inputted the wrong shipping address, so I need to void this purchase.",order_cancellation,english,false,neutral,hard
1345,"मैले बजारमा सस्तो पाएँ, त्यसैले यो अर्डर खारेज गरिदिनुस्।",order_cancellation,nepali_devanagari,false,formal,medium
1346,गएको महिना गरेको प्रि-अर्डर मलाई अब चाहिँदैन।,order_cancellation,nepali_devanagari,false,neutral,medium
