id,text,intent,language,is_code_switched,formality,difficulty
8101,Could you please provide the exact satellite tracking coordinates of my inbound freight?,order_tracking,english,false,formal,hard
8102,The delivery map indicates my package is stuck at the local post office.,order_tracking,english,false,neutral,medium
8103,where is my package bro,order_tracking,english,false,informal,easy
8104,Please cross-reference my airway bill with the regional courier's manifest.,order_tracking,english,false,formal,medium
8105,के तपाईं मेरो आउँदै गरेको ढुवानीको ठ्याक्कै स्याटेलाइट ट्र्याकिङ कोअर्डिनेटहरू उपलब्ध गराउन सक्नुहुन्छ?,order_tracking,nepali_devanagari,false,formal,hard
8106,डेलिभरी नक्साले मेरो प्याकेज स्थानीय हुलाक कार्यालयमा अड्किएको देखाउँछ।,order_tracking,nepali_devanagari,false,neutral,medium
8107,मेरो प्याकेज कता छ ब्रो,order_tracking,nepali_devanagari,false,informal,easy
8108,कृपया क्षेत्रीय कुरियरको म्यानिफेस्टसँग मेरो एयरवे बिल क्रस-चेक गर्नुहोस्।,order_tracking,nepali_devanagari,false,formal,medium
8109,k tapai mero aaudai gareko dhuwani ko thyakkai satellite tracking coordinate haru uplabdha garauna saknuhunxa?,order_tracking,romanized_nepali,false,formal,hard
8110,delivery naksa le mero package sthaniya hulak karyalaya ma adkieko dekhauxa.,order_tracking,romanized_nepali,false,neutral,medium
8111,mero package kata xa bro,order_tracking,romanized_nepali,false,informal,easy
8112,kripaya kshetriya courier ko manifest sanga mero airway bill cross-check garnuhos.,order_tracking,romanized_nepali,false,formal,medium
8113,inbound freight ko exact satellite tracking coordinates provide garna saknuhuncha?,order_tracking,code_switched,true,formal,hard
8114,delivery map le package local post office ma stuck cha bhanera indicate garyo.,order_tracking,code_switched,true,neutral,medium
8115,where is my package bro tracking ni khattam cha.,order_tracking,code_switched,true,informal,easy
8116,regional courier ko manifest sanga airway bill cross-reference garnus please.,order_tracking,code_switched,true,formal,medium
8117,GPS locator totally frozen cha dispatch bhaisakepachi pani.,order_tracking,code_switched,true,neutral,hard
8118,tracking status update navayeko 48 hours katisakyo check gara.,order_tracking,code_switched,true,informal,medium
8119,logistics nodal point ma package excessively delay bhairacha ETA confirm gara.,order_tracking,code_switched,true,formal,hard
8120,delivery dashboard ma out for delivery dekhaudaina why?,order_tracking,code_switched,true,neutral,medium
8121,I urgently request confirmation on whether the backend inventory has been formally allocated.,order_status,english,false,formal,hard
8122,I'd like to check if my recent purchase has passed the quality inspection phase.,order_status,english,false,neutral,medium
8123,is my order verified,order_status,english,false,informal,easy
8124,Can you confirm if the manufacturer has acknowledged the customized specs?,order_status,english,false,formal,medium
8125,म पछाडिको इन्भेन्टरी औपचारिक रूपमा छुट्याइएको छ कि छैन भनेर तुरुन्त पुष्टि गर्न अनुरोध गर्दछु।,order_status,nepali_devanagari,false,formal,hard
