id,text,intent,language,is_code_switched,formality,difficulty
5701,"Is my tracking number supposed to show movement on weekends?",order_tracking,english,false,formal,medium
5702,"The delivery app shows a different map than the website.",order_tracking,english,false,neutral,medium
5703,"where package at",order_tracking,english,false,informal,easy
5704,"Could you clarify which local partner handles the final mile delivery?",order_tracking,english,false,formal,hard
5705,"के मेरो सामान आइतबार पनि बाटोमा हिँड्छ?",order_tracking,nepali_devanagari,false,formal,medium
5706,"डेलिभरी एप र वेबसाइटमा फरक नक्सा देखायो त।",order_tracking,nepali_devanagari,false,neutral,medium
5707,"पार्सल कता छ",order_tracking,nepali_devanagari,false,informal,easy
5708,"अन्तिम डेलिभरी कुन स्थानीय कुरियरले गर्दैछ स्पष्ट पार्नुहुन्छ कि?",order_tracking,nepali_devanagari,false,formal,hard
5709,"k mero saman aaitabar pani bato ma hindxa?",order_tracking,romanized_nepali,false,formal,medium
5710,"delivery app ra website ma farak naksa dekhayo ta.",order_tracking,romanized_nepali,false,neutral,medium
5711,"parcel kata xa",order_tracking,romanized_nepali,false,informal,easy
5712,"antim delivery kun sthaniya courier le gardaixa spasta parnuhunxa ki?",order_tracking,romanized_nepali,false,formal,hard
5713,"tracking number le weekend ma movement show garcha ki nai?",order_tracking,code_switched,true,formal,medium
5714,"app ra website ko tracking map different cha why?",order_tracking,code_switched,true,neutral,medium
5715,"where package at vana ta chito.",order_tracking,code_switched,true,informal,easy
5716,"final mile delivery handle garne local partner ko detail specify garnus.",order_tracking,code_switched,true,formal,hard
5717,"delivery progress bar zero percent ma freeze bhayo.",order_tracking,code_switched,true,neutral,medium
5718,"live tracking ma mero house bypass garera arko street ma gayo driver.",order_tracking,code_switched,true,neutral,hard
5719,"kata pugo mero item please track it for me.",order_tracking,code_switched,true,informal,easy
5720,"tracking portal downtime ma cha ki update nai nabhako ho?",order_tracking,code_switched,true,formal,hard
5721,"Has my prescription verification passed so the pharmacy can ship?",order_status,english,false,formal,hard
5722,"I pre-ordered yesterday, is the deposit confirmed?",order_status,english,false,neutral,medium
5723,"is it packed",order_status,english,false,informal,easy
5724,"My dashboard is stuck on Quality Check for 3 days.",order_status,english,false,neutral,medium
5725,"के मेरो प्रेस्क्रिप्सन प्रमाणित भयो ताकि फार्मेसीले सामान पठाउन सकोस्?",order_status,nepali_devanagari,false,formal,hard
5726,"मैले हिजो प्रि-अर्डर गरेको थिएँ, के अग्रिम भुक्तानी पक्का भयो?",order_status,nepali_devanagari,false,neutral,medium
5727,"प्याक भयो त",order_status,nepali_devanagari,false,informal,easy
5728,"मेरो ड्यासबोर्ड ३ दिनदेखि गुणस्तर जाँचमा अड्किएको छ।",order_status,nepali_devanagari,false,neutral,medium
5729,"k mero prescription pramanit vayo taki pharmacy le saman pathauna sakos?",order_status,romanized_nepali,false,formal,hard
5730,"maile hijo pre-order gareko thiye, k agrim bhuktani pakka vayo?",order_status,romanized_nepali,false,neutral,medium
5731,"pack vayo ta",order_status,romanized_nepali,false,informal,easy
5732,"mero dashboard 3 din dekhi gunastar janch ma adkieko xa.",order_status,romanized_nepali,false,neutral,medium
5733,"prescription verification pass bhayo so that pharmacy can ship?",order_status,code_switched,true,formal,hard
5734,"hijo pre-order gareko deposit confirm bhayo ki nai?",order_status,code_switched,true,neutral,medium
5735,"is it packed yet bhana ta.",order_status,code_switched,true,informal,easy
5736,"dashboard Quality Check ma stuck cha 3 days dekhi.",order_status,code_switched,true,neutral,medium
5737,"order approval department le pass garyo ki hold ma cha?",order_status,code_switched,true,formal,medium
5738,"printing phase ma gayo ki design review mai cha aaja pani?",order_status,code_switched,true,neutral,hard
5739,"status herdeu na mero order ko.",order_status,code_switched,true,informal,easy
5740,"seller le inventory allocate garyo ki out of stock cha bhanne check garnus.",order_status,code_switched,true,formal,hard
5741,"I must revoke my wholesale order as my business license is under review.",order_cancellation,english,false,formal,hard
5742,"Please remove the extended warranty from my cart before it bills.",order_cancellation,english,false,neutral,medium
5743,"drop my order",order_cancellation,english,false,informal,easy
5744,"I want to cancel the pre-booking for the upcoming console release.",order_cancellation,english,false,neutral,medium
5745,"मेरो व्यापार इजाजतपत्र समीक्षामा रहेकोले म मेरो थोक अर्डर खारेज गर्न चाहन्छु।",order_cancellation,nepali_devanagari,false,formal,hard
5746,"बिल बन्नुभन्दा अघि मेरो कार्टबाट थप वारेन्टी हटाइदिनुहोस्।",order_cancellation,nepali_devanagari,false,neutral,medium
5747,"मेरो अर्डर रद्द गर",order_cancellation,nepali_devanagari,false,informal,easy
5748,"म आउन लागेको कन्सोल रिलिजको अग्रिम बुकिङ क्यान्सिल गर्न चाहन्छु।",order_cancellation,nepali_devanagari,false,neutral,medium
5749,"mero byapar ijajatpatra samiksha ma rahekole ma mero thok order kharej garna chahanxu.",order_cancellation,romanized_nepali,false,formal,hard
5750,"bill bannu vanda aghi mero cart bata thap warranty hataidinuhos.",order_cancellation,romanized_nepali,false,neutral,medium
5751,"mero order radda gara",order_cancellation,romanized_nepali,false,informal,easy
5752,"ma aauna lageko console release ko agrim booking cancel garna chahanxu.",order_cancellation,romanized_nepali,false,neutral,medium
5753,"business license review ma bhakole I must revoke my wholesale order.",order_cancellation,code_switched,true,formal,hard
5754,"bill generate huna aghi extended warranty remove gardinus cart bata.",order_cancellation,code_switched,true,neutral,medium
5755,"drop my order ahile nai.",order_cancellation,code_switched,true,informal,easy
5756,"upcoming console release ko pre-booking cancel garna chahanchu.",order_cancellation,code_switched,true,neutral,medium
5757,"auto-ship subscription lai permanently terminate gardinus this month bata.",order_cancellation,code_switched,true,formal,medium
5758,"wrong measurement enter vayo production rokidinu please abort.",order_cancellation,code_switched,true,neutral,hard
5759,"maile aर्कै store ma cheap bhete cancel handim.",order_cancellation,code_switched,true,informal,medium
5760,"dispatch process halt garna order cancellation request escalate garnus.",order_cancellation,code_switched,true,formal,hard
5761,"The local courier union strike is drastically delaying my scheduled freight.",delayed_delivery,english,false,formal,hard
5762,"I paid for 2-hour delivery but it has been 4 hours now.",delayed_delivery,english,false,neutral,medium
5763,"taking too long",delayed_delivery,english,false,informal,easy
5764,"Why was my package marked as delayed due to an incorrect address? It is correct.",delayed_delivery,english,false,neutral,medium
5765,"स्थानीय कुरियर मजदुरहरूको हडतालले मेरो निर्धारित ढुवानीमा धेरै ढिलाइ भइरहेको छ।",delayed_delivery,nepali_devanagari,false,formal,hard
5766,"मैले २ घण्टे डेलिभरीको पैसा तिरेको थिएँ तर अहिले ४ घण्टा भइसक्यो।",delayed_delivery,nepali_devanagari,false,neutral,medium
5767,"धेरै समय लाग्यो",delayed_delivery,nepali_devanagari,false,informal,easy
5768,"मेरो ठेगाना सही हुँदाहुँदै पनि ठेगाना गलत भनेर किन ढिलाइ गरियो?",delayed_delivery,nepali_devanagari,false,neutral,medium
