id,text,intent,language,is_code_switched,formality,difficulty
1701,"Has the package reached the local facility yet?",order_tracking,english,false,formal,medium
1702,"track it for me",order_tracking,english,false,informal,easy
1703,"The tracking portal shows a delivery exception, what does that mean?",order_tracking,english,false,formal,hard
1704,"Where can I see the live movement of the driver?",order_tracking,english,false,neutral,medium
1705,"मेरो सामान कुन जिल्लामा आइपुग्यो?",order_tracking,nepali_devanagari,false,neutral,easy
1706,"ट्र्याकिङमा डेलिभर भइसक्यो भन्छ तर मेरो हातमा परेको छैन।",order_tracking,nepali_devanagari,false,formal,hard
1707,"सामान कहाँ पुग्यो भनेर हेर्ने ठाउँ नै भेटिन।",order_tracking,nepali_devanagari,false,informal,medium
1708,"डेलिभरी दिने दाइको नम्बर पाउन सकिन्छ?",order_tracking,nepali_devanagari,false,neutral,medium
1709,"tracking ma error 404 aayo ni.",order_tracking,romanized_nepali,false,informal,medium
1710,"saman kata pugo herna milxa?",order_tracking,romanized_nepali,false,informal,easy
1711,"kaha pugeko cha vanera sms kina na aako?",order_tracking,romanized_nepali,false,neutral,medium
1712,"last mile delivery ma adkiyo vanya k ho?",order_tracking,romanized_nepali,false,formal,hard
1713,"courier dispatch bhayo but tracking ID received chaina.",order_tracking,code_switched,true,neutral,medium
1714,"live location update navako 3 hours vayo.",order_tracking,code_switched,true,informal,medium
1715,"app ma tracking link click garda blank page aaucha.",order_tracking,code_switched,true,formal,hard
1716,"delivery partner ko phone number dinus location sodhna cha.",order_tracking,code_switched,true,neutral,medium
1717,"status transit ma adkeko kati din vayo check garnus.",order_tracking,code_switched,true,formal,medium
1718,"kata pugo ta package update kei ayena ta.",order_tracking,code_switched,true,informal,easy
1719,"out for delivery dekhauchha tara contact gareko chaina.",order_tracking,code_switched,true,neutral,medium
1720,"tracking portal ma invalid waybill number bhanxa.",order_tracking,code_switched,true,formal,hard
1721,"Has the vendor accepted my purchase request?",order_status,english,false,formal,medium
1722,"Is my cart still under review?",order_status,english,false,neutral,medium
1723,"did my order go thru",order_status,english,false,informal,easy
1724,"I did not receive an invoice in my email after paying.",order_status,english,false,neutral,hard
1725,"मैले अर्डर गरेको कुरा पसलेले पक्का गर्‍यो कि छैन?",order_status,nepali_devanagari,false,neutral,medium
1726,"अर्डरको बिल इमेलमा किन नपठाएको?",order_status,nepali_devanagari,false,formal,hard
1727,"मैले किनेको पक्का भयो?",order_status,nepali_devanagari,false,informal,easy
1728,"अर्डर पेन्डिङ देखाउँदै छ, कहिले पक्का हुन्छ?",order_status,nepali_devanagari,false,neutral,medium
1729,"vendor le order accept garyo ki reject?",order_status,romanized_nepali,false,neutral,medium
1730,"kineko bill mail ma aayena ta.",order_status,romanized_nepali,false,informal,hard
1731,"order pakka vayo ki xaina kasari herne?",order_status,romanized_nepali,false,informal,easy
1732,"processing ma baseko dherai vayo confirm kaile hunxa?",order_status,romanized_nepali,false,neutral,medium
1733,"purchase confirmation email still received chaina.",order_status,code_switched,true,formal,hard
1734,"order status unfulfilled dekhaucha dashboard ma.",order_status,code_switched,true,neutral,medium
1735,"cart checkout vayo tara order history ma chaina.",order_status,code_switched,true,informal,hard
1736,"merchant approval pending chha re k ho yesto?",order_status,code_switched,true,neutral,medium
1737,"order successfully placed vayo ki nai check gardinus.",order_status,code_switched,true,formal,medium
1738,"payment success but status is still awaiting confirmation.",order_status,code_switched,true,neutral,hard
1739,"mero order ko processing stage k cha aile?",order_status,code_switched,true,informal,medium
1740,"is my bulk order verified by the supplier?",order_status,code_switched,true,formal,easy
1741,"Can I remove just the shoes from my entire cart?",order_cancellation,english,false,neutral,hard
